-250	-245	0
-245	-240	0
-240	-235	0
-235	-230	0
-230	-225	0
-225	-220	0
-220	-215	0
-215	-210	0
-210	-205	0
-205	-200	0
-200	-195	0
-195	-190	0
-190	-185	0
-185	-180	0
-180	-175	0
-175	-170	0
-170	-165	0
-165	-160	0
-160	-155	0
-155	-150	0
-150	-145	0
-145	-140	0
-140	-135	0
-135	-130	0
-130	-125	0
-125	-120	0
-120	-115	0
-115	-110	0
-110	-105	0
-105	-100	0
-100	-95	233
-95	-90	431
-90	-85	553
-85	-80	767
-80	-75	960
-75	-70	1182
-70	-65	1223
-65	-60	1380
-60	-55	1475
-55	-50	1570
-50	-45	1535
-45	-40	1644
-40	-35	1703
-35	-30	1653
-30	-25	1628
-25	-20	1675
-20	-15	1663
-15	-10	1760
-10	-5	1762
-5	0	1756
0	5	1683
5	10	1829
10	15	1824
15	20	1814
20	25	1853
25	30	1875
30	35	1978
35	40	1909
40	45	1960
45	50	2071
50	55	1971
55	60	2103
60	65	2094
65	70	2088
70	75	2176
75	80	2222
80	85	2234
85	90	2197
90	95	2216
95	100	2211
100	105	2206
105	110	2334
110	115	2188
115	120	2205
120	125	2175
125	130	2246
130	135	2138
135	140	2294
140	145	2200
145	150	2108
150	155	2122
155	160	2049
160	165	1974
165	170	1922
170	175	1829
175	180	1833
180	185	1741
185	190	1661
190	195	1615
195	200	1547
200	205	1417
205	210	1393
210	215	1374
215	220	1291
220	225	1227
225	230	1164
230	235	1133
235	240	945
240	245	874
245	250	873
