#Transcript position	Transcript coverage profile
0.0	1.525907895427385
1.0	63.59995457078068
2.0	129.42410860049074
3.0	163.760321268448
4.0	187.5717085379499
5.0	244.76216018079342
6.0	292.6387638862119
7.0	371.5966584315526
8.0	401.6061162739393
9.0	491.8599344832209
10.0	471.6231554468096
11.0	500.5088534334052
12.0	533.5383979158868
13.0	534.5284656926013
14.0	536.8791435764963
15.0	545.1819566971443
16.0	570.8933142363362
17.0	564.1617259156548
18.0	545.6678475567498
19.0	578.9330643267693
20.0	631.9008325434459
21.0	631.9544536857705
22.0	593.2646297860578
23.0	605.4225818092784
24.0	618.9137447642125
25.0	633.0373019574799
26.0	646.5842509712397
27.0	626.9964711645637
28.0	614.6266632637585
29.0	613.4248973321824
30.0	622.3144644864336
31.0	631.6723179488519
32.0	629.6219049234459
33.0	623.0044208774126
34.0	599.1936584212953
35.0	587.7107756598577
36.0	632.1652924712915
37.0	674.2484494578018
38.0	700.466289137618
39.0	706.6067290103407
40.0	701.2689715623806
41.0	690.7994292319339
42.0	689.2485831514327
43.0	672.0795805351573
44.0	703.9600234117911
45.0	747.2911357574023
46.0	822.0467262800321
47.0	849.8374671372901
48.0	888.0519180500712
49.0	890.4276751570221
50.0	888.4242087066795
51.0	861.5635259197418
52.0	839.5870994855185
53.0	733.9415371356895
54.0	686.6064411288655
55.0	579.8596909508138
56.0	582.4996125644637
57.0	600.1697541385761
58.0	628.1284681095696
59.0	658.4482903806046
60.0	728.433414723119
61.0	730.8589619514457
62.0	779.27533367336
63.0	771.7302418047958
64.0	711.8603108670975
65.0	660.5363967720654
66.0	594.9676455120727
67.0	509.7810099631214
68.0	502.9907286239148
69.0	523.964821077479
70.0	497.7961241406336
71.0	516.4286036995512
72.0	539.9977086985723
73.0	492.81311343602965
74.0	427.1867027475586
75.0	428.6729215652878
76.0	396.65699374586563
77.0	383.3052708704665
78.0	408.82092858786535
79.0	409.46670129259587
80.0	384.51451253302133
81.0	391.366046614598
82.0	371.04026468702835
83.0	340.7631615973474
84.0	365.83533254577696
85.0	372.51399617556393
86.0	333.91094693738853
87.0	329.1981278815558
88.0	316.8073025687421
89.0	270.23673556054155
90.0	195.4188289255409
91.0	177.88990293282222
92.0	129.87742677909787
93.0	120.10247443018444
94.0	109.92705081179655
95.0	95.56189111557242
96.0	29.76221159614262
97.0	3.6851042141798045
98.0	1.7130485103924107
99.0	0.0
